name,main_category,category,price,min_price,max_price,tatemono_measure,min_tatemono_measure,max_tatemono_measure,tochi_measure,min_tochi_measure,max_tochi_measure,madori,main_madori,min_madori,max_madori,hikiwatashi,kanseijiki,floor,building,prefecture,city,adress,nearest_line,nearest_station,nearest_bus_station,bus_time,walk_time,url,latitude,longitude,year,month,date,chiku_nissu,chiku_nensu
等々力８（等々力駅） 1億1900万円,中古一戸建て,中古一戸建て,1億1900万円,11900,11900,88.02m,88.02,88.02,91.52m（登記）,91.52,91.52,1LDK+S（納戸）,1K/DK/LDK,1LDK+S,1LDK+S,相談,2014年7月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区等々力８,東急大井町線,等々力,,,9,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71211740/,35.6150799,139.6509483,2014,7,2014/7/1 0:00,3186,9
瀬田４（用賀駅） 1億1980万円,中古一戸建て,中古一戸建て,1億1980万円,11980,11980,59.53m（登記）,59.53,59.53,62.46m（登記）,62.46,62.46,1LDK+S（納戸）,1K/DK/LDK,1LDK+S,1LDK+S,相談,2020年12月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区瀬田４,東急田園都市線,用賀,,,10,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71171522/,35.6202466,139.6267204,2020,12,2020/12/1 0:00,841,2
中町２（上野毛駅） 1億2980万円,中古一戸建て,中古一戸建て,1億2980万円,12980,12980,92.74m（28.05坪）（登記）,92.74,92.74,93.58m（28.30坪）（登記）,93.58,93.58,1LDK+2S（納戸）,1K/DK/LDK,1LDK+2S,1LDK+2S,相談,2019年9月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区中町２,東急大井町線,上野毛,,,6,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71764577/,35.6113676,139.6445716,2019,9,2019/9/1 0:00,1298,4
世田谷区上馬　中古戸建,中古一戸建て,中古一戸建て,4300万円,4300,4300,57.95m（登記）、賃貸付住宅（賃貸部分25.25m）,57.95,57.95,49.87m（登記）,49.87,49.87,2DK,2K/DK/LDK,2DK,2DK,相談,1977年5月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区上馬１,東急田園都市線,三軒茶屋,,,7,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71755780/,35.6383248,139.6688067,1977,5,1977/5/1 0:00,16761,46
【売戸建】世田谷区深沢６　☆週末現地販売開催中☆,中古一戸建て,中古一戸建て,4980万円,4980,4980,78.61m（23.77坪）,78.61,78.61,50.26m（15.20坪）,50.26,50.26,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,相談,1999年3月,,木造2階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区深沢６,東急田園都市線,駒沢大学,,,20,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71757180/,35.6236249,139.6522237,1999,3,1999/3/1 0:00,8787,24
世田谷区北烏山２丁目戸建て,中古一戸建て,中古一戸建て,5480万円,5480,5480,83.94m（25.39坪）（登記）,83.94,83.94,60m（18.14坪）（登記）,60,60,2LDK+2S（納戸）,2K/DK/LDK,2LDK+2S,2LDK+2S,相談,2016年7月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区北烏山２,京王井の頭線,久我山,,,15,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71501423/,35.6805529,139.5999539,2016,7,2016/7/1 0:00,2455,7
オープンセレクション北烏山,中古一戸建て,中古一戸建て,5730万円,5730,5730,87.03m,87.03,87.03,84.69m,84.69,84.69,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,相談,2020年6月,,木造　地上2階,東京都,世田谷区（69.7％）,東京都世田谷区北烏山７,京王井の頭線,久我山,,,20,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70568649/,35.6803939,139.5910344,2020,6,2020/6/1 0:00,1024,3
鎌田２（二子玉川駅） 5900万円,中古一戸建て,中古一戸建て,5900万円,5900,5900,81m,81,81,94.11m,94.11,94.11,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,相談,2020年4月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区鎌田２,東急田園都市線,二子玉川,,,23,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71408097/,35.6186757,139.6114238,2020,4,2020/4/1 0:00,1085,3
大蔵5丁目　中古戸建,中古一戸建て,中古一戸建て,5980万円,5980,5980,101.91m,101.91,101.91,101.5m,101.5,101.5,2LDK,2K/DK/LDK,2LDK,2LDK,相談,2003年12月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区大蔵５,小田急線,成城学園前,,,22,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70775554/,35.6286048,139.6076002,2003,12,2003/12/1 0:00,7051,19
世田谷区弦巻5丁目　中古戸建て,中古一戸建て,中古一戸建て,6980万円,6980,6980,79.17m（23.94坪）、うち地下室22.66m、１階車庫4.12m,79.17,79.17,50m（15.12坪）（登記）,50,50,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,相談,2003年11月,,木造2階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区弦巻５,東急田園都市線,桜新町,,,12,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71404455/,35.6368497,139.6394707,2003,11,2003/11/1 0:00,7081,19
南烏山　中古戸建,中古一戸建て,中古一戸建て,7580万円,7580,7580,99.42m（登記）,99.42,99.42,66.59m,66.59,66.59,2LDK+2S（納戸）,2K/DK/LDK,2LDK+2S,2LDK+2S,相談,2014年9月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区南烏山２,京王線,芦花公園,,,7,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71366849/,35.6682212,139.6063258,2014,9,2014/9/1 0:00,3124,9
世田谷区三軒茶屋2丁目中古戸建,中古一戸建て,中古一戸建て,7980万円,7980,7980,60.25m（登記）,60.25,60.25,46.18m（登記）,46.18,46.18,2LDK,2K/DK/LDK,2LDK,2LDK,相談,2017年9月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区三軒茶屋２,東急田園都市線,三軒茶屋,,,10,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71524737/,35.6413753,139.6649795,2017,9,2017/9/1 0:00,2028,6
南西向きLDK約１７．６帖・陽あたり通風の良い住宅,中古一戸建て,中古一戸建て,8180万円,8180,8180,91.11m（実測）、うち１階車庫10.71m,91.11,91.11,52.28m（登記）,52.28,52.28,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,相談,2008年1月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区上用賀１,東急田園都市線,用賀,,,10,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71727397/,35.6330159,139.6356453,2008,1,2008/1/1 0:00,5559,15
奥沢５（奥沢駅） 8480万円,中古一戸建て,中古一戸建て,8480万円,8480,8480,76.99m,76.99,76.99,53.29m,53.29,53.29,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1998年5月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢５,東急目黒線,奥沢,,,4,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71724755/,35.6047273,139.6694446,1998,5,1998/5/1 0:00,9091,25
【築浅戸建】世田谷区豪徳寺１,中古一戸建て,中古一戸建て,8880万円,8880,8880,80.48m（24.34坪）,80.48,80.48,54.54m（16.49坪）,54.54,54.54,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,相談,2018年6月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区豪徳寺１,小田急線,豪徳寺,,,2,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71523916/,35.6530591,139.6483975,2018,6,2018/6/1 0:00,1755,5
経堂４丁目戸建,中古一戸建て,中古一戸建て,9000万円,9000,9000,120.75m（36.52坪）（登記）,120.75,120.75,100.32m（30.34坪）（登記）,100.32,100.32,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,2023年5月予定,2003年3月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂４,小田急線,千歳船橋,,,5,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71464493/,35.6489207,139.6267204,2003,3,2003/3/1 0:00,7326,20
グローイングスクエア世田谷船橋II（世田谷区船橋3丁目　戸建）,中古一戸建て,中古一戸建て,9180万円,9180,9180,92.94m（28.11坪）,92.94,92.94,100.21m（30.31坪）（登記）,100.21,100.21,2LDK,2K/DK/LDK,2LDK,2LDK,相談,2018年8月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区船橋３,小田急線,千歳船橋,,,8,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71226226/,35.6524809,139.6241707,2018,8,2018/8/1 0:00,1694,5
経堂一丁目中古店舗付住宅,中古一戸建て,中古一戸建て,9200万円,9200,9200,53.7m,53.7,53.7,36.64m（登記）,36.64,36.64,2K,2K/DK/LDK,2K,2K,2023年2月,1977年9月,,鉄骨2階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂１,小田急線,経堂,,,2,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70398304/,35.6490736,139.6356453,1977,9,1977/9/1 0:00,16638,46
世田谷区奥沢1丁目中古戸建て,中古一戸建て,中古一戸建て,9980万円,9980,9980,91.04m（27.53坪）,91.04,91.04,106.43m（32.19坪）,106.43,106.43,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,相談,2015年4月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢１,東急大井町線,緑が丘,,,9,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71386367/,35.600916,139.6771,2015,4,2015/4/1 0:00,2912,8
世田谷区三宿2丁目　中古戸建,中古一戸建て,中古一戸建て,1億180万円,10180,10180,87.67m（登記）,87.67,87.67,50.02m（登記）,50.02,50.02,2LDK,2K/DK/LDK,2LDK,2LDK,相談,2019年7月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区三宿２,東急田園都市線,池尻大橋,,,13,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71758754/,35.6523625,139.6751861,2019,7,2019/7/1 0:00,1360,4
世田谷区等々力8丁目　中古戸建,中古一戸建て,中古一戸建て,1億1900万円,11900,11900,88.02m（登記）,88.02,88.02,91.52m（登記）,91.52,91.52,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,2014年7月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区等々力８-7-18,東急大井町線,等々力,,,9,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71622047/,35.6134972,139.6492644,2014,7,2014/7/1 0:00,3186,9
世田谷区代田２丁目　戸建,中古一戸建て,中古一戸建て,1億9500万円,19500,19500,196.22m、うち地下車庫41.73m,196.22,196.22,131.28m（登記）,131.28,131.28,2LDK,2K/DK/LDK,2LDK,2LDK,2023年5月予定,2003年1月,,RC3階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区代田２,小田急線,下北沢,,,11,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_98113417/,35.6567266,139.6617903,2003,1,2003/1/1 0:00,7385,20
世田谷区駒沢5丁目中古戸建,中古一戸建て,中古一戸建て,2億3000万円,23000,23000,258.75m（78.27坪）（登記）、うち地下室90m,258.75,258.75,168.81m（51.06坪）（登記）,168.81,168.81,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,2023年4月予定,1972年6月,,鉄骨2階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区駒沢５,東急田園都市線,駒沢大学,,,16,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70806891/,35.6233819,139.6573257,1972,6,1972/6/1 0:00,18556,51
世田谷区砧2丁目 戸建,中古一戸建て,中古一戸建て,3億3800万円,33800,33800,398.44m（120.52坪）（登記）,398.44,398.44,320.45m（96.93坪）（登記）,320.45,320.45,2LDK,2K/DK/LDK,2LDK,2LDK,相談,2009年10月,,木・RC造2階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区砧２,小田急線,祖師ヶ谷大蔵,,,12,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70538923/,35.6430334,139.6177969,2009,10,2009/10/1 0:00,4920,13
鎌田２（二子玉川駅） 6200万円,中古一戸建て,中古一戸建て,6200万円,6200,6200,81m,81,81,94.11m,94.11,94.11,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,相談,2020年4月,,木造　地上2階,東京都,世田谷区（69.7％）,東京都世田谷区鎌田２,東急大井町線,二子玉川,,,24,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71422881/,35.6186757,139.6114238,2020,4,2020/4/1 0:00,1085,3
奥沢２（緑が丘駅） 8380万円,中古一戸建て,中古一戸建て,8380万円,8380,8380,67.59m（20.44坪）,67.59,67.59,60.84m（18.40坪）,60.84,60.84,2LDK+2S（納戸）,2K/DK/LDK,2LDK+2S,2LDK+2S,相談,2000年8月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区奥沢２,東急大井町線,緑が丘,,,4,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_98101390/,35.6064605,139.6751861,2000,8,2000/8/1 0:00,8268,23
成城２（成城学園前駅） 1億2500万円,中古一戸建て,中古一戸建て,1億2500万円,12500,12500,119.45m（登記）,119.45,119.45,153.37m（登記）,153.37,153.37,2LDK,2K/DK/LDK,2LDK,2LDK,相談,2018年3月,,木造合金メッキ鋼板葺2階建,東京都,世田谷区（69.7％）,東京都世田谷区成城２,小田急線,成城学園前,,,5,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70809994/,35.6389679,139.600591,2018,3,2018/3/1 0:00,1847,5
桜丘３（千歳船橋駅） 3080万円,中古一戸建て,中古一戸建て,3080万円,3080,3080,69.57m（21.04坪）（登記）、うち地下車庫14.58m,69.57,69.57,47.64m（14.41坪）（登記）,47.64,47.64,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1984年8月,,木造2階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区桜丘３,小田急線,千歳船橋,,,15,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70763377/,35.6408929,139.6267204,1984,8,1984/8/1 0:00,14112,39
北烏山１（芦花公園駅） 3180万円,中古一戸建て,中古一戸建て,3180万円,3180,3180,65.27m（登記）,65.27,65.27,54.97m（登記）,54.97,54.97,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1991年5月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区北烏山１,京王線,芦花公園,,,13,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71003321/,35.675415,139.6056885,1991,5,1991/5/1 0:00,11648,32
北烏山１（芦花公園駅） 3180万円,中古一戸建て,中古一戸建て,3180万円,3180,3180,65.27m（登記）,65.27,65.27,54.97m（登記）,54.97,54.97,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1991年5月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区北烏山１,京王線,芦花公園,,,13,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71005771/,35.675415,139.6056885,1991,5,1991/5/1 0:00,11648,32
北烏山１（富士見ヶ丘駅） 3180万円,中古一戸建て,中古一戸建て,3180万円,3180,3180,65.27m（登記）,65.27,65.27,54.97m（登記）,54.97,54.97,2LDK,2K/DK/LDK,2LDK,2LDK,相談,1991年5月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区北烏山１,京王井の頭線,富士見ヶ丘,,,15,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71475716/,35.675415,139.6056885,1991,5,1991/5/1 0:00,11648,32
粕谷３（千歳烏山駅） 3500万円,中古一戸建て,中古一戸建て,3500万円,3500,3500,131.46m（39.76坪）,131.46,131.46,37.23m（11.26坪）（登記）,37.23,37.23,2DK,2K/DK/LDK,2DK,2DK,相談,1982年7月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区粕谷３,京王線,千歳烏山,,,15,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71410611/,35.6608294,139.6050513,1982,7,1982/7/1 0:00,14874,41
船橋５（経堂駅） 3980万円,中古一戸建て,中古一戸建て,3980万円,3980,3980,47m（登記）,47,47,32.3m（登記）,32.3,32.3,2DK,2K/DK/LDK,2DK,2DK,相談,1989年1月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区船橋５,小田急線,経堂,,,10,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70337622/,35.6558011,139.6267204,1989,1,1989/1/1 0:00,12498,34
赤堤５（下高井戸駅） 4200万円,中古一戸建て,中古一戸建て,4200万円,4200,4200,54.26m（実測）,54.26,54.26,44.7m（実測）,44.7,44.7,2DK,2K/DK/LDK,2DK,2DK,相談,1982年1月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区赤堤５,京王線,下高井戸,,,7,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71504408/,35.664495,139.6369204,1982,1,1982/1/1 0:00,15055,41
上馬１（三軒茶屋駅） 4300万円,中古一戸建て,中古一戸建て,4300万円,4300,4300,57.95m（登記）,57.95,57.95,49.87m（登記）,49.87,49.87,2DK,2K/DK/LDK,2DK,2DK,相談,1977年5月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区上馬１,東急田園都市線,三軒茶屋,,,7,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71761968/,35.6383248,139.6688067,1977,5,1977/5/1 0:00,16761,46
深沢６（駒沢大学駅） 4980万円,中古一戸建て,中古一戸建て,4980万円,4980,4980,78.61m（23.77坪）（登記）,78.61,78.61,50.26m（15.20坪）（登記）,50.26,50.26,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,相談,1999年3月,,木造2階地下1階建,東京都,世田谷区（69.7％）,東京都世田谷区深沢６,東急田園都市線,駒沢大学,,,20,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71420841/,35.6236249,139.6522237,1999,3,1999/3/1 0:00,8787,24
深沢６（桜新町駅） 4980万円,中古一戸建て,中古一戸建て,4980万円,4980,4980,78.61m（登記）,78.61,78.61,50.26m（登記）,50.26,50.26,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,相談,1999年3月,,木造2階地下1階建一部RC,東京都,世田谷区（69.7％）,東京都世田谷区深沢６,東急田園都市線,桜新町,,,20,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71737735/,35.6236249,139.6522237,1999,3,1999/3/1 0:00,8787,24
北烏山４（千歳烏山駅） 5180万円,中古一戸建て,中古一戸建て,5180万円,5180,5180,74.01m（登記）,74.01,74.01,45.95m（登記）,45.95,45.95,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,相談,2011年12月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区北烏山４,京王線,千歳烏山,,,14,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71445968/,35.6801574,139.5961311,2011,12,2011/12/1 0:00,4129,11
北烏山４（久我山駅） 5180万円,中古一戸建て,中古一戸建て,5180万円,5180,5180,70.94m（21.45坪）（登記）,70.94,70.94,45.95m（13.89坪）（登記）,45.95,45.95,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,相談,2011年12月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区北烏山４,京王井の頭線,久我山,,,15,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71404714/,35.6801574,139.5961311,2011,12,2011/12/1 0:00,4129,11
代沢２（池ノ上駅） 5180万円,中古一戸建て,中古一戸建て,5180万円,5180,5180,39.66m（登記）,39.66,39.66,40.78m（登記）,40.78,40.78,2DK,2K/DK/LDK,2DK,2DK,即引渡可,1977年3月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区代沢２,京王井の頭線,池ノ上,,,5,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71623965/,35.6582198,139.6726343,1977,3,1977/3/1 0:00,16822,46
玉堤１（尾山台駅） 5380万円,中古一戸建て,中古一戸建て,5380万円,5380,5380,69.53m（登記）,69.53,69.53,55.83m（登記）,55.83,55.83,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,相談,2018年9月,,木造3階建（軸組工法）一部木造,東京都,世田谷区（69.7％）,東京都世田谷区玉堤１,東急大井町線,尾山台,,,14,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71410322/,35.5975486,139.651586,2018,9,2018/9/1 0:00,1663,5
羽根木２（代田橋駅） 5580万円,中古一戸建て,中古一戸建て,5580万円,5580,5580,85.13m（25.75坪）,85.13,85.13,85.48m（25.85坪）（登記）,85.48,85.48,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,相談,2013年7月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区羽根木２,京王線,代田橋,,,4,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71614578/,35.6669737,139.6573257,2013,7,2013/7/1 0:00,3551,10
大蔵５（成城学園前駅） 5980万円,中古一戸建て,中古一戸建て,5980万円,5980,5980,101.9m（30.82坪）（登記）,101.9,101.9,101.52m（30.70坪）（登記）,101.52,101.52,2LDK,2K/DK/LDK,2LDK,2LDK,即引渡可,2003年12月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区大蔵５,小田急線,成城学園前,,,22,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70912454/,35.6286048,139.6076002,2003,12,2003/12/1 0:00,7051,19
羽根木２（代田橋駅） 5980万円,中古一戸建て,中古一戸建て,5980万円,5980,5980,98.28m（29.72坪）,98.28,98.28,59.32m（17.94坪）（登記）,59.32,59.32,2DK,2K/DK/LDK,2DK,2DK,相談,1972年2月,,鉄骨3階建,東京都,世田谷区（69.7％）,東京都世田谷区羽根木２,京王線,代田橋,,,5,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_71211942/,35.6669737,139.6573257,1972,2,1972/2/1 0:00,18677,51
宮坂１（経堂駅） 5990万円,中古一戸建て,中古一戸建て,5990万円,5990,5990,82.8m（25.04坪）,82.8,82.8,86.71m（26.22坪）（登記）、路地状部分：13.74m含,86.71,86.71,2LDK+2S（納戸）,2K/DK/LDK,2LDK+2S,2LDK+2S,相談,2001年11月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区宮坂１,小田急線,経堂,,,12,https://suumo.jp/chukoikkodate/tokyo/sc_setagaya/nc_70693090/,35.648516,139.6413835,2001,11,2001/11/1 0:00,7811,21
